track_id,timestamp,speed
1,22:20:26,0.0
track_id,timestamp,speed
2,22:20:26,0.0
1,22:20:27,0.0
2,22:20:27,0.0
1,22:20:27,0.0
2,22:20:27,0.0
1,22:20:27,0.0
2,22:20:27,0.0
1,22:20:27,0.0
2,22:20:27,0.0
1,22:20:27,0.0
2,22:20:27,0.0
1,22:20:27,0.0
2,22:20:27,0.0
1,22:20:27,0.0
2,22:20:27,0.0
1,22:20:28,0.0
2,22:20:28,0.0
1,22:20:28,0.0
2,22:20:28,0.0
1,22:20:28,0.0
2,22:20:28,0.0
1,22:20:28,0.0
2,22:20:28,0.0
1,22:20:28,0.0
2,22:20:28,0.0
1,22:20:28,0.0
2,22:20:28,17.82
1,22:20:28,0.0
2,22:20:28,0.0
1,22:20:28,0.0
2,22:20:28,17.82
1,22:20:28,0.0
2,22:20:28,0.0
1,22:20:29,0.0
2,22:20:29,0.0
1,22:20:29,0.0
2,22:20:29,0.0
1,22:20:29,0.0
2,22:20:29,0.0
1,22:20:29,0.0
2,22:20:29,0.0
1,22:20:29,0.0
2,22:20:29,0.0
1,22:20:29,0.0
2,22:20:29,0.0
1,22:20:29,0.0
2,22:20:29,0.0
1,22:20:29,0.0
2,22:20:29,0.0
1,22:20:29,0.0
2,22:20:29,0.0
1,22:20:30,0.0
2,22:20:30,0.0
1,22:20:30,0.0
2,22:20:30,17.82
1,22:20:30,0.0
2,22:20:30,0.0
1,22:20:30,0.0
2,22:20:30,0.0
1,22:20:30,0.0
2,22:20:30,0.0
1,22:20:30,0.0
2,22:20:30,17.82
1,22:20:30,0.0
2,22:20:30,0.0
1,22:20:30,0.0
2,22:20:30,0.0
1,22:20:30,0.0
2,22:20:30,0.0
1,22:20:31,0.0
2,22:20:31,0.0
1,22:20:31,0.0
2,22:20:31,17.82
1,22:20:31,0.0
2,22:20:31,17.82
1,22:20:31,0.0
2,22:20:31,0.0
1,22:20:31,0.0
2,22:20:31,0.0
1,22:20:31,0.0
2,22:20:31,0.0
1,22:20:31,0.0
2,22:20:31,0.0
1,22:20:31,0.0
2,22:20:31,0.0
1,22:20:31,0.0
2,22:20:31,0.0
1,22:20:32,0.0
2,22:20:32,0.0
1,22:20:32,0.0
2,22:20:32,0.0
1,22:20:32,0.0
2,22:20:32,0.0
1,22:20:32,0.0
2,22:20:32,0.0
1,22:20:32,0.0
2,22:20:32,0.0
1,22:20:32,0.0
2,22:20:32,0.0
1,22:20:32,0.0
2,22:20:32,0.0
1,22:20:32,0.0
2,22:20:32,0.0
1,22:20:32,0.0
2,22:20:32,0.0
1,22:20:33,0.0
2,22:20:33,0.0
1,22:20:33,0.0
2,22:20:33,0.0
1,22:20:33,0.0
2,22:20:33,0.0
1,22:20:33,0.0
